section,metric,value
predictiveness,corr[return_1d|fwd_5d],-0.0252072184782892
predictiveness,corr[return_1d|fwd_10d],-0.02048833811921319
predictiveness,corr[return_1d|fwd_20d],-0.010067742910289576
predictiveness,corr[return_5d|fwd_5d],-0.041230335785654916
predictiveness,corr[return_5d|fwd_10d],-0.020267016941564502
predictiveness,corr[return_5d|fwd_20d],-0.010657565198595204
predictiveness,corr[return_20d|fwd_5d],-0.011071126943173618
predictiveness,corr[return_20d|fwd_10d],-0.0014407683073677155
predictiveness,corr[return_20d|fwd_20d],0.0008628859128221204
predictiveness,corr[vol_ratio|fwd_5d],0.001171822741642416
predictiveness,corr[vol_ratio|fwd_10d],0.0013816301482057643
predictiveness,corr[vol_ratio|fwd_20d],0.007422011261243083
predictiveness,corr[vol_adj_mom_20d|fwd_5d],-0.007275580069585513
predictiveness,corr[vol_adj_mom_20d|fwd_10d],-0.004467388236547659
predictiveness,corr[vol_adj_mom_20d|fwd_20d],-0.0061850648616046085
predictiveness,corr[composite_score|fwd_5d],-0.009377694459854022
predictiveness,corr[composite_score|fwd_10d],-0.005642124836984226
predictiveness,corr[composite_score|fwd_20d],-0.0027204633600999557
predictiveness,Q1_avg_fwd_5d,0.005788037001894419
predictiveness,Q1_win_5d,0.5331895644855881
predictiveness,Q1_avg_fwd_10d,0.010789279711394744
predictiveness,Q1_win_10d,0.5448047075549939
predictiveness,Q1_avg_fwd_20d,0.021412962271490536
predictiveness,Q1_win_20d,0.5598933938490361
predictiveness,Q2_avg_fwd_5d,0.005538658976694833
predictiveness,Q2_win_5d,0.5407833424289492
predictiveness,Q2_avg_fwd_10d,0.009949080409337393
predictiveness,Q2_win_10d,0.5511676449574828
predictiveness,Q2_avg_fwd_20d,0.018475825945290316
predictiveness,Q2_win_20d,0.568173202476728
predictiveness,Q3_avg_fwd_5d,0.004745719761841769
predictiveness,Q3_win_5d,0.5409824726437672
predictiveness,Q3_avg_fwd_10d,0.008985742806524902
predictiveness,Q3_win_10d,0.5523946705077422
predictiveness,Q3_avg_fwd_20d,0.01806375002758416
predictiveness,Q3_win_20d,0.5677199022656597
predictiveness,Q4_avg_fwd_5d,0.004029878406922716
predictiveness,Q4_win_5d,0.5380686509102612
predictiveness,Q4_avg_fwd_10d,0.008885342262329987
predictiveness,Q4_win_10d,0.5520081812196181
predictiveness,Q4_avg_fwd_20d,0.017834297477956455
predictiveness,Q4_win_20d,0.5680468388020724
predictiveness,Q5_avg_fwd_5d,0.004374581178843235
predictiveness,Q5_win_5d,0.5338091610195543
predictiveness,Q5_avg_fwd_10d,0.009353028519187213
predictiveness,Q5_win_10d,0.5455360488144302
predictiveness,Q5_avg_fwd_20d,0.020020488007345186
predictiveness,Q5_win_20d,0.5637187843673721
predictiveness,spread_5d,-0.0014134558230511837
predictiveness,spread_10d,-0.0014362511922075306
predictiveness,spread_20d,-0.0013924742641453491
attribution,raw_avg_return_5d,0.0027877576050339297
attribution,raw_win_rate_5d,0.5081979542719615
attribution,raw_avg_return_10d,0.009751046579873851
attribution,raw_win_rate_10d,0.5228812283606804
attribution,raw_avg_return_20d,0.021423620492108823
attribution,raw_win_rate_20d,0.5529926126941053
attribution,raw_avg_return_30d,0.03239422042880507
attribution,raw_win_rate_30d,0.5596406462328251
pnl_by_ticker,APP,1980513.62
pnl_by_ticker,DELL,1647726.1744
pnl_by_ticker,MU,1528445.4300000002
pnl_by_ticker,MRVL,1381725.964
pnl_by_ticker,PLTR,1330774.5999999999
pnl_by_ticker,INTC,985653.6200000001
pnl_by_ticker,ARM,975487.8599999999
pnl_by_ticker,SMCI,784975.8600000001
pnl_by_ticker,SPOT,767794.77
pnl_by_ticker,LRCX,610332.18
pnl_by_ticker,ON,588474.4793
pnl_by_ticker,AXON,563592.01
pnl_by_ticker,DASH,510749.4
pnl_by_ticker,ZS,494332.38
pnl_by_ticker,OXY,409806.6999999999
pnl_by_ticker,VST,408710.70000000007
pnl_by_ticker,ORCL,399659.79000000004
pnl_by_ticker,TSLA,396242.05000000005
pnl_by_ticker,ASML,388755.51999999996
pnl_by_ticker,SHOP,354927.47
pnl_by_ticker,GE,354513.28
pnl_by_ticker,PANW,324130.41079999984
pnl_by_ticker,AAPL,319025.14999999997
pnl_by_ticker,AMZN,316575.55
pnl_by_ticker,MSFT,315588.45999999996
pnl_by_ticker,NOW,291588.36
pnl_by_ticker,ADI,272506.25
pnl_by_ticker,HOOD,238123.91
pnl_by_ticker,SE,229571.4
pnl_by_ticker,CDNS,201014.86000000002
pnl_by_ticker,TWLO,197425.41
pnl_by_ticker,NFLX,194848.97000000006
pnl_by_ticker,LLY,188365.40000000002
pnl_by_ticker,FTNT,186273.24
pnl_by_ticker,NVDA,181925.77999999997
pnl_by_ticker,BAC,176963.24000000002
pnl_by_ticker,NU,164212.76
pnl_by_ticker,TSM,163843.65
pnl_by_ticker,MCHP,152401.1
pnl_by_ticker,QCOM,151338.61
pnl_by_ticker,KLAC,143183.61990000008
pnl_by_ticker,ANET,142736.71999999997
pnl_by_ticker,DDOG,140942.32999999996
pnl_by_ticker,ADBE,136300.78
pnl_by_ticker,AMD,136113.29000000004
pnl_by_ticker,INTU,133700.22999999998
pnl_by_ticker,MDB,131235.74
pnl_by_ticker,PYPL,130888.93000000002
pnl_by_ticker,GS,112230.04000000001
pnl_by_ticker,GOOGL,89251.61000000002
pnl_by_ticker,SNAP,79859.51999999997
pnl_by_ticker,COIN,41126.71999999994
pnl_by_ticker,JPM,32756.769999999997
pnl_by_ticker,PINS,19263.660000000033
pnl_by_ticker,SNOW,10436.327599999873
pnl_by_ticker,SNPS,6619.279999999999
pnl_by_ticker,PLUG,472.6600000000035
pnl_by_ticker,MELI,129.98000000001048
pnl_by_ticker,META,-9840.050000000017
pnl_by_ticker,RBLX,-11161.970000000008
pnl_by_ticker,IBM,-11685.430000000008
pnl_by_ticker,TEAM,-26030.619999999995
pnl_by_ticker,CRM,-27450.870000000003
pnl_by_ticker,COST,-46827.360000000015
pnl_by_ticker,VRT,-58348.630000000005
pnl_by_ticker,CSCO,-66069.09
pnl_by_ticker,TXN,-72529.76
pnl_by_ticker,ABNB,-78692.59
pnl_by_ticker,AVGO,-80129.08000000002
pnl_by_ticker,UBER,-89054.29999999999
pnl_by_ticker,SAP,-95071.17
pnl_by_ticker,WDAY,-123049.04000000001
pnl_by_ticker,NXPI,-124676.73
pnl_by_ticker,BA,-133953.0
pnl_by_ticker,AMAT,-137350.91479999985
pnl_by_ticker,TTD,-139738.17
pnl_by_ticker,HUBS,-175505.64
pnl_by_ticker,CRWD,-178916.6358
pnl_by_ticker,PFE,-232479.22999999998
pnl_by_ticker,OKTA,-330367.1190999999
pnl_by_ticker,SOFI,-579470.5599999999
pnl_by_ticker,NET,-654429.8899999999
pnl_by_ticker,SEDG,-1010486.07
pnl_by_group,semiconductors,2559917.5
pnl_by_group,mega_cap_growth,1608768.5499999998
pnl_by_group,financial_crypto_beta,488970.64
pnl_by_group,software_cybersecurity,409351.26499999984
turnover,total_trades,2516.0
