section,metric,value
predictiveness,corr[return_1d|fwd_5d],0.004291080726278034
predictiveness,corr[return_1d|fwd_10d],0.004717059271990979
predictiveness,corr[return_1d|fwd_20d],0.008573908310377753
predictiveness,corr[return_5d|fwd_5d],-0.04225208804428608
predictiveness,corr[return_5d|fwd_10d],0.00890606290486249
predictiveness,corr[return_5d|fwd_20d],0.024671373563954692
predictiveness,corr[return_20d|fwd_5d],0.0052437041260295645
predictiveness,corr[return_20d|fwd_10d],0.04829589911184652
predictiveness,corr[return_20d|fwd_20d],0.06727702332756644
predictiveness,corr[vol_ratio|fwd_5d],-0.0019770839432789625
predictiveness,corr[vol_ratio|fwd_10d],0.017721131685769196
predictiveness,corr[vol_ratio|fwd_20d],0.008811219980036793
predictiveness,corr[vol_adj_mom_20d|fwd_5d],0.026906035649634258
predictiveness,corr[vol_adj_mom_20d|fwd_10d],0.05996228421608331
predictiveness,corr[vol_adj_mom_20d|fwd_20d],0.07189578319734749
predictiveness,corr[composite_score|fwd_5d],-0.004780827162277715
predictiveness,corr[composite_score|fwd_10d],0.0020553832457934434
predictiveness,corr[composite_score|fwd_20d],0.02675695230058653
attribution,raw_avg_return_5d,0.004682047737866302
attribution,raw_win_rate_5d,0.5279605263157895
attribution,raw_avg_return_10d,0.01179262090790627
attribution,raw_win_rate_10d,0.5257048092868989
attribution,raw_avg_return_20d,0.024146320961990382
attribution,raw_win_rate_20d,0.5474985947161327
attribution,raw_avg_return_30d,0.034463977752353527
attribution,raw_win_rate_30d,0.5717552887364208
pnl_by_ticker,CRWD,59525.41759999999
pnl_by_ticker,ORCL,31126.29
pnl_by_ticker,MSFT,1620.7199999999993
pnl_by_group,crowdstrike,59525.41759999999
pnl_by_group,oracle,31126.29
pnl_by_group,msft,1620.7199999999993
turnover,total_trades,93.0
turnover,trades_per_month,3.1665771812080536
turnover,avg_holding_days,35.858695652173914
turnover,stop_then_reentry_count,11.0
capture,avg_exposure,0.7527859134271881
capture,max_exposure,0.9301254112556733
capture,avg_cash_pct,0.2472140865728118
capture,corr_spy,0.5728946578179381
capture,corr_qqq,0.6157510349260253
capture,beta_spy,0.9269193045999204
capture,beta_qqq,0.76587860488565
capture,up_capture_qqq,0.9057516083133993
capture,down_capture_qqq,0.8459363700127271
